checked_on,source_url,http_status,final_url
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000579:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000579:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000597:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000597:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000611:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000611:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000614:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19761977:0000614:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19771978:0000494:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19771978:0000494:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19771978:0000538:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19771978:0000538:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:1977:0000078:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:1977:0000078:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19781979:0000676:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19781979:0000676:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000657:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000657:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000697:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000697:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000719:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000719:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000761:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000761:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000767:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000767:pdf
2026-09-11,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000789:pdf,200,https://resolver.kb.nl/resolve?urn=sgd:mpeg21:19791980:0000789:pdf
